parte_proyecto_inclusion,sexo,edad,departamento,ciudad,unidad_educativa,nivel_educacion_maximo,anios_experiencia,tiempo_ue_actual,tiempo_ue_actual_num,area_imparte,paso_curso_tec,curso,pc_casa,laptop_escritorio,num_pc,tablet,num_tablet,origen_pc,pc_llenado,pc_juegos,pc_estudio,pc_musica,pc_redes,pc_nada,pc_planificar,pc_clases,pc_videos,pc_internet,tiene_celular,tiene_smartphone,cel_llamadas,cel_musica,cel_juegos,cel_fotos,cel_redes,cel_text,cel_videos,cel_internet,internet_casa,internet_movil,internet_colegio,usa_facebook,usa_youtube,usa_whatsapp,usa_messenger,usa_instagram,usa_twiter,usa_linkedin,usa_skype,dias_uso_internet,so,conoce_soft_libre,existe_laboratorio,sabe_inclusion_digital
Sí,Masculino,60,Beni,Trinidad,SAN ANTONIO Mañana,licenciatura,17,Más de un año,2,"Vida, Tierra y Territorio",Sí,Inclusiom digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,NA,Windows,Sí,Sí,Sí
No,Masculino,50,Beni,Trinidad,MARIO SAELLY Mañana,normalista,26,Más de un año,18,Cosmos y Pensamiento,Sí,Manejo de computadoras para la promocion,Sí,Computadora portátil,2,No,NA,Otro,No,No,No,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,Sí,No,No,No,No,No,7,Windows,No,Sí,No
Sí,Masculino,50,Beni,Trinidad,MARIO SAELLY Mañana,especialidad,18,Más de un año,8,Comunidad y Sociedad,Sí,Computacion,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,2,Windows,Sí,Sí,No
Sí,Masculino,47,Tarija,Tarija,ESTEBAN MIGLIACCI MAÑANA Mañana,normalista,7,Menos de un año,NA,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Femenino,53,Chuquisaca,Sucre,CARDENAL MAURER,licenciatura,28,Más de un año,20,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,No,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Masculino,40,Beni,Trinidad,MARIO SAELLY Mañana,especialidad,15,Más de un año,13,Comunidad y Sociedad,No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,No,Sí,Sí
Sí,Femenino,42,La Paz,El Alto,ADELA ZAMUDIO,licenciatura,22,Más de un año,10,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,2,Sí,1,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,No,Sí,Sí
Sí,Femenino,58,Beni,Trinidad,NUESTRA SEÑORA DE FATIMA Mañana,licenciatura,27,Más de un año,8,Comunidad y Sociedad,Sí,Comunicacion,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,6,Windows,Sí,No,Sí
Sí,Femenino,31,Beni,Trinidad,NUESTRA SEÑORA DE FATIMA Mañana,licenciatura,7,Más de un año,1,Comunidad y Sociedad,Sí,Inclusión Digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,5,Windows,No,No,Sí
Sí,Femenino,51,Oruro,Oruro,ORURO SECUNDARIA (MAÑANA),licenciatura,19,Más de un año,18,Comunidad y Sociedad,Sí,Curso de tecnologia,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,50,Oruro,Oruro,ORURO SECUNDARIA (MAÑANA),licenciatura,20,Más de un año,12,"Vida, Tierra y Territorio",Sí,Inclusión digital,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,54,Beni,Trinidad,NUESTRA SEÑORA DE FATIMA Mañana,licenciatura,18,Más de un año,14,Cosmos y Pensamiento,Sí,Agetic,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,7,Windows,No,No,Sí
Sí,Masculino,65,Oruro,Oruro,ORURO SECUNDARIA (MAÑANA),maestria,38,Más de un año,2,"Vida, Tierra y Territorio",Sí,Inclusión digital,Sí,Computadora portátil,3,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,54,Beni,Trinidad,LA PALMERA Mañana,licenciatura,19,Más de un año,3,Comunidad y Sociedad,Sí,Uso de las kuas,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Masculino,42,Tarija,Tarija,BOLIVIA 2 Mañana,licenciatura,18,Más de un año,8,Comunidad y Sociedad,Sí,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,47,Oruro,Machacamarca,REPUBLICA DE MEXICO,licenciatura,8,Más de un año,3,Comunidad y Sociedad,Sí,Agetic,Sí,Computadora portátil,4,No,NA,Por cuenta propia,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,50,Oruro,Oruro,LA SALLE TARDE,especialidad,23,Más de un año,3,Comunidad y Sociedad,Sí,Uso de los p rograma office para la eseñanza a los estudiantes,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,6,Windows,Sí,Sí,Sí
Sí,Femenino,47,La Paz,El Alto,AYACUCHO TARDE,licenciatura,22,Más de un año,19,Comunidad y Sociedad,Sí,Agetic,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,No,No,Sí,No,No,No,No,No,7,Windows,No,Sí,No
Sí,Femenino,46,La Paz,La Paz,IRENE NAVA DE CASTILLO A,licenciatura,14,Más de un año,11,"Vida, Tierra y Territorio",Sí,UNEFCO,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,No,No,No,3,Windows,Sí,No,Sí
Sí,Femenino,49,Tarija,Tarija,SAN ROQUE Tarde,licenciatura,21,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,clas room,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Masculino,58,Tarija,Tarija,SAN JORGE 1 Tarde,normalista,28,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,classroom,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,5,Windows,No,Sí,Sí
Sí,Femenino,37,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,especialidad,11,Más de un año,4,Comunidad y Sociedad,Sí,Imclusion digital,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Femenino,44,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,normalista,20,Más de un año,18,"Vida, Tierra y Territorio",Sí,Inclucion digital,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,7,Linux,No,No,Sí
Sí,Femenino,49,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,licenciatura,14,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,Inclusion digetal,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,No,No
Sí,Femenino,56,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,tecnico,37,Más de un año,6,Comunidad y Sociedad,Sí,tic,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,No,Sí
Sí,Masculino,32,Tarija,Tarija,SAN ROQUE Tarde,licenciatura,7,Más de un año,3,Comunidad y Sociedad,Sí,Capacitacion en tics de la Alcaldia. ,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,7,Windows,Sí,No,Sí
Sí,Masculino,49,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,licenciatura,11,Más de un año,9,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,4,Windows,Sí,No,Sí
No,Femenino,44,Beni,Trinidad,HORACIO RIVERO EGUEZ Tarde,especialidad,11,Más de un año,5,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,No,Sí,No,No,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,No,No,No
Sí,Femenino,43,Tarija,Tarija,SAN ROQUE Tarde,licenciatura,12,Más de un año,5,"Ciencia, Tecnología y Producción",Sí,clas room,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Femenino,48,Tarija,Tarija,SAN ROQUE Tarde,licenciatura,22,Más de un año,8,Comunidad y Sociedad,Sí,De la Alcaldia,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,48,Chuquisaca,Sucre,JAIME DE ZUDAÑEZ SECUNDARIA,especialidad,12,Más de un año,4,"Ciencia, Tecnología y Producción",Sí,Uso de kuas,Sí,Computadora de escritorio,1,Sí,1,Por cuenta propia,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,42,Tarija,Tarija,SAN ROQUE Tarde,normalista,17,Más de un año,3,Comunidad y Sociedad,Sí,classroom,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,No,No,Sí,Sí,No,Sí,No,No,No,No,Sí,No,No,Sí,No,No,Sí,No,No,No,No,No,No,No,4,Windows,Sí,No,Sí
Sí,Femenino,40,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,licenciatura,5,Más de un año,3,Comunidad y Sociedad,No,,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,56,La Paz,El Alto,AYACUCHO TARDE,normalista,31,Más de un año,20,Comunidad y Sociedad,Sí,Maneja de las kuaas,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,7,Windows,No,Sí,No
Sí,Femenino,40,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,licenciatura,8,Más de un año,5,"Vida, Tierra y Territorio",No,,Sí,Computadora portátil,3,Sí,2,Por cuenta propia,Sí,No,Sí,No,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,No,No,NA,Windows,Sí,Sí,Sí
Sí,Femenino,46,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,maestria,4,Menos de un año,NA,"Ciencia, Tecnología y Producción",No,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,No,No,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,6,Windows,Sí,Sí,Sí
Sí,Femenino,38,Tarija,Tarija,ESTEBAN MIGLIACCI TARDE Tarde,maestria,10,Más de un año,5,Comunidad y Sociedad,Sí,,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Masculino,50,Oruro,Machacamarca,REPUBLICA DE MEXICO,tecnico,30,Más de un año,30,"Ciencia, Tecnología y Producción",Sí,Unefco,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,No,No,No,Sí,No,No,No,No,No,3,Windows,Sí,Sí,No
No,Masculino,36,Tarija,Tarija,LIDIA DE CAMPOS Tarde,normalista,12,Más de un año,5,"Ciencia, Tecnología y Producción",Sí,"Geogebra, hojas de calculo.",Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Femenino,56,Beni,Trinidad,OTTO AGUILERA OJEDA Tarde,especialidad,34,Más de un año,30,"Ciencia, Tecnología y Producción",Sí,Utilizacion del Geogebra,Sí,Computadora portátil,1,No,NA,Por cuenta propia,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,45,Chuquisaca,Sucre,JAIME DE ZUDAÑEZ SECUNDARIA,licenciatura,22,Más de un año,7,"Vida, Tierra y Territorio",Sí,Manejo de las kuass,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,No,Sí,No
Sí,Masculino,40,Beni,Trinidad,SAN VICENTE I Tarde,licenciatura,8,Más de un año,5,Cosmos y Pensamiento,Sí,Uso de las tic,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,38,Tarija,Tarija,LA PAZ Mañana,licenciatura,15,Más de un año,13,"Ciencia, Tecnología y Producción",Sí,Uso de sotwar libre,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,33,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,licenciatura,12,Más de un año,7,Comunidad y Sociedad,No,,Sí,Computadora portátil,2,No,NA,Por cuenta propia,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,7,Windows,No,No,No
Sí,Femenino,33,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,especialidad,6,Más de un año,3,Comunidad y Sociedad,Sí,Inclusión digital ,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,No,No,No,No,7,Linux,No,No,Sí
Sí,Femenino,33,Oruro,Oruro,JESUS DE NAZARETH,especialidad,9,Más de un año,2,"Ciencia, Tecnología y Producción",Sí,INTERACTUANDO EN EL AULA A TRAVÉS DE LAS TIC,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,7,Windows,No,Sí,Sí
Sí,Femenino,44,Chuquisaca,Sucre,VICTORIA DIEZ (MAÑANA),especialidad,20,Más de un año,18,Comunidad y Sociedad,No,,Sí,Computadora portátil,2,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,4,Windows,Sí,Sí,Sí
Sí,Femenino,29,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,licenciatura,9,Más de un año,2,Comunidad y Sociedad,Sí,Como manejar windos,Sí,Computadora portátil,1,No,NA,Por cuenta propia,No,No,No,No,No,No,No,No,No,No,Sí,Sí,Sí,No,No,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,3,Windows,Sí,No,Sí
Sí,Masculino,49,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,licenciatura,25,Más de un año,8,"Ciencia, Tecnología y Producción",Sí,Agtic,Sí,Computadora portátil,1,No,NA,Por cuenta propia,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,4,Windows,Sí,Sí,No
Sí,Femenino,47,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,especialidad,11,Más de un año,11,"Vida, Tierra y Territorio",Sí,Inclusión digital ,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,Sí,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Femenino,35,Tarija,Tarija,BOLIVIA 2 Mañana,licenciatura,10,Más de un año,3,"Ciencia, Tecnología y Producción",No,,Sí,Computadora de escritorio,1,No,NA,Por cuenta propia,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,NA,Windows,Sí,Sí,Sí
Sí,Femenino,54,Tarija,Tarija,BOLIVIA 2 Mañana,normalista,29,Más de un año,1,"Vida, Tierra y Territorio",Sí,"se aplico Geogebra,kalzium",Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,5,Windows,Sí,Sí,Sí
Sí,Femenino,49,Tarija,Tarija,TERESA DE CALCUTA Mañana,licenciatura,22,Más de un año,9,Comunidad y Sociedad,Sí,,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,No,Sí,Sí,No,No,No,No,No,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,7,Windows,Sí,Sí,Sí
Sí,Masculino,55,Tarija,Tarija,BOLIVIA 2 Mañana,licenciatura,25,Más de un año,5,Cosmos y Pensamiento,No,,Sí,Computadora de escritorio,2,No,NA,Por cuenta propia,Sí,No,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,6,Windows,Sí,Sí,Sí
Sí,Femenino,57,Tarija,Tarija,TERESA DE CALCUTA Mañana,licenciatura,30,Más de un año,3,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,6,Windows,Sí,Sí,Sí
Sí,Masculino,43,Tarija,Tarija,BOLIVIA 2 Mañana,normalista,14,Más de un año,3,Comunidad y Sociedad,Sí,"Celeste,LibreOFFICE",Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,No,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,6,Windows,Sí,Sí,Sí
Sí,Femenino,33,Tarija,Tarija,TERESA DE CALCUTA Mañana,licenciatura,10,Más de un año,6,Comunidad y Sociedad,Sí,Uso y Adecuación de las Quipus,Sí,Computadora portátil,1,Sí,1,Dotada por el ministerio,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,7,Windows,Sí,Sí,Sí
Sí,Femenino,47,Tarija,Tarija,JUAN XXlll Mañana,normalista,22,Más de un año,8,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,6,Windows,No,Sí,Sí
Sí,Femenino,47,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,especialidad,13,Más de un año,3,"Vida, Tierra y Territorio",Sí,Material reciclable,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,No,No,7,Windows,Sí,No,Sí
Sí,Masculino,44,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,especialidad,11,Más de un año,6,Comunidad y Sociedad,No,,Sí,Computadora portátil,1,No,NA,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,No,7,Windows,Sí,Sí,Sí
Sí,Masculino,40,Beni,Trinidad,ADHEMAR BRAVO MONASTERIO Mañana,especialidad,10,Más de un año,6,Comunidad y Sociedad,No,,Sí,Computadora portátil,2,Sí,2,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,No,7,Windows,Sí,No,No
